source,date,username,content,url,engagement,sentiment,category1,category2,category3,pos_count,neg_count,score
youtube,2024-05-24T05:25:12Z,@GarlicbreadmanOP,"I don't understand how these auto journalists feel it's OK for a company as big as ather to charge customers extra for features like the navigation and ""magic twist"". Ola offers them all included in the price and still costs less.",https://www.youtube.com/watch?v=hIbrynqcwQ8,22,neutral,Product,Battery & Range,charge,0,0,0
youtube,2024-05-24T05:18:41Z,@goocha01,"Are bolna kya chahte ho bhai,.",https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Other,Other,,0,0,0
youtube,2024-05-24T05:13:17Z,@bakarwadi-r4x,"Considering features like traction control, magic twist and hill hold, it seems like value for money in the segment.",https://www.youtube.com/watch?v=hIbrynqcwQ8,1,neutral,Value & Price,Price,value,0,0,0
youtube,2024-05-24T05:10:03Z,@Rgulrajani,"You’re going great my man!
Shorter sentences and deeper breaths before takes will help you not run out of breath before completing one sentence",https://www.youtube.com/watch?v=hIbrynqcwQ8,20,positive,Other,Other,,1,0,1
youtube,2024-05-24T05:06:15Z,@ssivasmr,Battery is always a concern for PPL expecting long range.. IQube finally gave an option with its ST 5.1kw variant... Ather have to learn from TVS on that front..,https://www.youtube.com/watch?v=hIbrynqcwQ8,8,neutral,Product,Battery & Range,battery,0,0,0
youtube,2024-05-24T05:06:01Z,@girishs1755,Next model  Ather 'Thalaak',https://www.youtube.com/watch?v=hIbrynqcwQ8,11,neutral,Other,Other,,0,0,0
youtube,2024-05-24T05:05:45Z,@anandshah019,Which one is better Ather Rizta or River Indie? Please compare the two. Thanks. 😊,https://www.youtube.com/watch?v=hIbrynqcwQ8,16,neutral,Other,Other,,0,0,0
youtube,2024-05-24T04:51:22Z,@NEHAKULKARNI-y6k,"""Review"" then ""First View"" wtaf.. waste of time",https://www.youtube.com/watch?v=hIbrynqcwQ8,9,neutral,Other,Other,,0,0,0
youtube,2024-05-24T04:50:23Z,@PS-ug7nm,"I think its a ""functional"" ev and targets iqube segment perfectly with its price",https://www.youtube.com/watch?v=hIbrynqcwQ8,5,neutral,Value & Price,Price,price,0,0,0
youtube,2024-05-24T04:47:30Z,@Omkar_Allewar,That front end looks horrendous!,https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-05-24T04:37:55Z,@Rastheraja,Not half as good as Ola s1 pro gen1. What a miss from Ather!,https://www.youtube.com/watch?v=hIbrynqcwQ8,1,positive,Other,Other,,1,0,1
youtube,2024-05-24T04:33:50Z,@sabarivl6777,Third eye view,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T04:33:17Z,@rocketTwice,"Iqube be like - muje yeh ""rizta"" manzoor nahi.",https://www.youtube.com/watch?v=hIbrynqcwQ8,2,neutral,Other,Other,,0,0,0
youtube,2024-05-24T04:31:46Z,@LørdRājanya,Second view,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T04:31:10Z,@anirban557,First view😅😅,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2024-05-24T04:31:07Z,@AbelCreations,First View,https://www.youtube.com/watch?v=hIbrynqcwQ8,0,neutral,Other,Other,,0,0,0
youtube,2025-10-09T04:42:38Z,@ramannawarv,Ekdum faltu gaadi hai in 1 month only facing charging issues in the scooter,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Product,Battery & Range,charging,0,1,-1
youtube,2025-09-14T08:39:38Z,@Md.wajahat,As I own two EV S1 pro and Rizta Z so I  don’t agree with the first two points it has good suspensions and braking better then Ola and yeah better then most of the scooters,https://www.youtube.com/watch?v=unlMKlYcbhU,0,positive,Other,Other,,1,0,1
youtube,2025-09-11T02:31:15Z,@jain-wt2ou,"Don't expect a sports bike, you brought rizta na ?",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-09-07T09:30:40Z,@Gigadeep,Which one is the best then ?,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-08-16T15:08:46Z,@pavithraalajangi1810,If anyone required ather ritza s model purchased on April 2025 contact,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-08-10T02:53:34Z,@LalatenduPatnaik-dc5ts,Faltu gadi more price  bad service no resale value tvs iqube or bajaj chetak better,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Value & Price,Price,price,0,1,-1
youtube,2025-07-26T10:14:24Z,@sriharithanneeru9063,"They can easily work on the front suspension rebound action.
😊",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-07-23T05:40:27Z,@ArunKumar-w6t3d,Bahi mare pass Hai Ather Rizta Rang bhut kam hai Top speed par 60 tak ki Rang deti hai dek kar lena bahi😢,https://www.youtube.com/watch?v=unlMKlYcbhU,1,neutral,Product,Performance & Power,speed,0,0,0
youtube,2025-07-22T16:47:47Z,@ramanjanappaky9566,Backside looks like a toilet seat.....,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-07-21T04:27:05Z,@Jagadeeshgowdaa,I dont find any issue. That u r saying,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2025-07-09T08:54:36Z,@tanhaq7978,Looks like you are sitting on a toilet seat (commode seat,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-07-04T09:02:19Z,@d2darda,Average per full charge 100 km bolte hai 75-80 km hi deti hai,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Battery & Range,charge,0,0,0
youtube,2025-06-19T11:50:58Z,@sandepkumar9657,"Scuty achi hai lekin
Service centre wale lootte hai
Service centre wale bahoot paise lete hain",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-06-17T20:06:03Z,@sandepkumar9657,Service centre wale bahoot paise lete hai,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-06-17T20:05:45Z,@sandepkumar9657,"maine service karvaya
Service centre wale ne15407 rupe liya hai
Usme kya New parts dala hai uska video mil sakta hai",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-06-14T16:27:17Z,@Waseempoetry781,Big issue puncture hone ke baad service center lei na padta hai,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2025-06-14T10:49:48Z,@drdhr,looking like toilet seat😂😂,https://www.youtube.com/watch?v=unlMKlYcbhU,1,neutral,Other,Other,,0,0,0
youtube,2025-06-08T04:30:08Z,@piyusharora3476,When hutiya becomes youtuber pta kuch h nhi gaadi ke bare me video bnado pr. Stiff suspension se kya issue aya h aaj tk seriously btana?? Bx same cheej hgness 350 ke kiye bole the sb stiff h bhoot bxxk me 400 km bina ruke drive kia tha use. Stiff suspension make highway ride comfortable. And brakes ather ke jabardast h bx tere scooter ke pads khtm hoge jake check kra,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,1,1,0
youtube,2025-06-04T13:19:26Z,@SurayaPawar,CAMPANY SHOULD  INCREASE RANGE SINGLE CHARGERED  MORE THAN 300Kilo Metres,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Battery & Range,range,0,0,0
youtube,2025-06-04T13:15:40Z,@SurayaPawar,LESS RANGE  MATTERS ALSO,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Battery & Range,range,0,0,0
youtube,2025-05-23T18:55:27Z,@besecret5009,Koi na lo bhai 8 ghante charging tine,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Battery & Range,charging,0,0,0
youtube,2025-05-12T16:37:32Z,@Aaryan_Deogirkar,"I agree with rear breaks
If any time it is emergency breaking then it is very hard to control and sometimes it is impossible to stop quickely while on high speed.😑
If anyone buying they should note this. ❤️",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Performance & Power,speed,0,0,0
youtube,2025-05-10T15:49:25Z,@rajuchutani8033,"भाई इसको बिल्कुल मत लेना 
मेरे पास 3  स्कूटर है 
कंपनी देती है 60000 कि की गारंटी 
मेरी 30000 चली है बैटरी डेड हो चुकी है 
कंपनी ने रिप्लेस करने से मना कर दिया 
रीजन यह था की स्कूटी मेरी बारिश में खड़ी थी 
आप सबसे हाथ जोड़कर गुजारिश है मत लेना 
मैंने ली थी 175000 की टॉप मॉडल😢😢😢",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-05-02T18:13:28Z,@milindkale476,Don't buy,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-04-23T08:53:01Z,@SPECTRE_TSI,THE SUSPENSION AND BRANE ARE AMAZING WHAT A CONFIDENCE THAT SCOOTER GIVE TO PUSH IT,https://www.youtube.com/watch?v=unlMKlYcbhU,1,positive,Other,Other,,1,0,1
youtube,2025-04-14T20:50:45Z,@kunaldhawan6145,"I recently bought Rizta S without pro pack and battery drop overnight or when ideal is huge. I'm not getting range of more than 65 in normal mode. I'm riding very decent, almost like eco mode",https://www.youtube.com/watch?v=unlMKlYcbhU,2,neutral,Product,Battery & Range,battery,0,0,0
youtube,2025-04-12T11:57:05Z,@ajus799,"മിസ്സിംഗ്‌ കംപ്ലയിന്റ് ആണ്,
കംപ്ലയിന്റ് വന്നാൽ വീഡിയോ എടുത്തു കാണിച്ചാൽ മാത്രമേ വാറന്റി  കിട്ടൂ. ഇടക്ക് വരുന്ന മിസ്സിംഗ്‌ കംപ്ലയിന്റ് എങ്ങനെ വീഡിയോ എടുക്കും. അതിനും വലിയ തട്ടിപ്പ് ആണ് ബമ്പർ to ബമ്പർ, 30 days വേണം approvel കിട്ടാൻ, ഷോറൂമിൽ ഒരുമാസം വണ്ടി വയ്ക്കണം",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Software,Connectivity,app,0,0,0
youtube,2025-04-11T04:51:38Z,@skali78600,No breaks are really very good .break+ magic twist combo was mind-blowing,https://www.youtube.com/watch?v=unlMKlYcbhU,4,positive,Other,Other,,1,0,1
youtube,2025-04-05T19:36:29Z,@bikramjitmohanty3923,Customer service very bad experiece,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2025-03-30T01:20:32Z,@SK_Hta,"Disc brakes? In both wheels, am I right?",https://www.youtube.com/watch?v=unlMKlYcbhU,2,neutral,Other,Other,,0,0,0
youtube,2025-03-22T13:14:02Z,@abyyshekkk,true,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-03-01T21:46:46Z,@globalentertainment3169,"I bought the Ritza in January 2025, and now I regret my decision.  

**Issues:**  
- The seat hinge is very weak and does not justify the scooter's cost.  
- The suspension is extremely stiff, making rides uncomfortable, especially on bad roads.  
- When riding uphill, the speed naturally decreases, but it does not recover even on flat terrain. The scooter remains slow until it is restarted.  
- The software has several lags. In Smart Echo mode, the speed sometimes exceeds 60 km/h, while at other times, it struggles to go beyond 30 km/h.  
- In Zip mode, the scooter occasionally fails to cross 40 km/h.  
- The dashboard does not display an accurate speed reading. The speed sometimes drops or increases suddenly without any real change in the scooter’s movement.  
- The key knob feels like a cheap toy—flimsy and overly loose.  
- The joystick is not very responsive; you have to press multiple times to open the menu.  
- Bluetooth does not stay off. Even after turning it off, it automatically turns on every time the scooter is restarted.  
- The seat does not close properly and remains loose. While riding, it makes a constant rattling (""gud gud"") noise on the road.  

I deeply regret buying this scooter. Please do not make the same mistake.",https://www.youtube.com/watch?v=unlMKlYcbhU,6,negative,Product,Performance & Power,speed,1,3,-2
youtube,2025-03-01T14:03:40Z,@shashankMittal,Break toh weak hai,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-02-26T09:10:02Z,@mdazharuddin5269,Bigs kis mai nai hain ola mai bhi,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-02-23T16:56:18Z,@aniketmaurya4875,Sabre bada issue aap hn kyu ki ye issues koi bade issues nhi hn😅 service ather ki top notch h jbse liya h best h,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,2,-2
youtube,2025-02-14T18:02:25Z,@RaviSingh-je6qw,Bhai koi mat lena mene 2000 kilo meter chlake sell kardi bakwas h service centre me koi response nhi milta,https://www.youtube.com/watch?v=unlMKlYcbhU,2,neutral,Other,Other,,0,0,0
youtube,2025-02-11T17:51:17Z,@arunpatro6028,Still  I'll go for Ather  and a big Nooo to Ola,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-02-11T13:02:46Z,@sarthakraj_308,"pahle maine brake pe notice nhi kiya tha, but last 2 din se dekh rha hu ki brakeapply hone me kaafi time lgta hai, and agr jyada speed pe rhta hu to kaafi distance door se hi brake apply krna padta hai.",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Performance & Power,speed,0,0,0
youtube,2025-02-10T16:13:58Z,@visheshvermas3549,Kami nikal dena assan hai solution nahi bata payoge sharm karo apane par,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-02-05T08:17:27Z,@parvrohilla_2012,To chala kyon rhe ho😅😅😂😂,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-02-04T20:55:21Z,@mananshah4770,Kitna bhi achaa banalo kuchh chuglikhor aa hi jaate hai bc,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-01-23T11:10:52Z,@ARUNB5,इसकी सर्विस अच्छी नहीं है अगर हम पार्किंग रोड पर करते हैं तो नीचे की वायरिंग चूहे खा जाते हैं जिसके कारण 30000 तक का चार्ज लेते हैंकंपनी वाले मेरे 4 महीने हुए  गाड़ी लिए हुए थोड़ी सी वायरिंग चूहे खा गए कंपनी के सर्विस करवाने गए तो 30000 पर खर्चा आ गया कंपनी वाले को वायरिंग के ऊपर अच्छा लोहे के पाइप या स्प्रिंग चढ़ाने चाहिए,https://www.youtube.com/watch?v=unlMKlYcbhU,8,neutral,Other,Other,,0,0,0
youtube,2025-01-21T10:12:09Z,@theoldmonkchef1178,This dude doesn't know shit. I took a test ride and brakes are one of the strongest points of the scooter. Idiots making videos for the sake of making them.,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-01-18T07:04:19Z,@sunilb3149,Anything compare for 10 years of your regular  usage and plan,https://www.youtube.com/watch?v=unlMKlYcbhU,2,neutral,Other,Other,,0,0,0
youtube,2025-01-05T13:30:49Z,@sarathsatyadevchandaluri690,"I agree with 3rd issue, remaining two I don’t think those are issues at all, I did test ride today. Breaks are very fine ! Felt like you were highlighting just for the sake of reviewing something.",https://www.youtube.com/watch?v=unlMKlYcbhU,8,negative,Other,Other,,0,1,-1
youtube,2025-01-03T20:08:04Z,@Abhay_1408,Bro I also own rizta z model and breaks are amazing but my vehicle is not giving me full mileage like 100% charge pe sirf 75-80 km hi reach kr paa raha hu so can anyone help me with this,https://www.youtube.com/watch?v=unlMKlYcbhU,0,positive,Product,Battery & Range,charge,1,0,1
youtube,2024-12-30T14:47:11Z,@Siyamistri,My husband is working for Myntra company to deliver parcel. Can you plz suggest the best  electric scooter for him.,https://www.youtube.com/watch?v=unlMKlYcbhU,1,neutral,Other,Other,,0,0,0
youtube,2024-12-24T13:33:23Z,@MuhammadAltafissubuddin,Never felt these all issues owning ritza,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2024-12-21T10:18:34Z,@NaddyVNB,"* Are features under Ride Assist lifetime? While I know it's 3 years for Ather Connect.
* Can I use 700W charger for 2.9 variant and what will be the full charging hours? because 8.5 hours is too much in normal charger

Please advise. I'm genuinely planning to buy it but need above clarification from expert",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Battery & Range,charging,0,0,0
youtube,2024-12-20T03:21:32Z,@me.atul10,Road is not problem but suspension is problem? 😂,https://www.youtube.com/watch?v=unlMKlYcbhU,1,negative,Other,Other,,0,1,-1
youtube,2024-12-19T18:16:21Z,@sndpn4u,I am a rizta user. First 2 points are really a big issue. But you will get used to braking with time. And software bugs are now hard to find after 2 ota updates. After all I still recommend Ather Rizta.,https://www.youtube.com/watch?v=unlMKlYcbhU,25,negative,Software,Connectivity,ota,0,1,-1
youtube,2024-12-16T01:01:39Z,@Karma12345-u,Dhengo,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2024-12-14T05:50:08Z,@yogeshshinde_developer,"""I had a very bad experience with Rizta. In just 4 months of use, I have driven around 1500 km, and within this short period, I had to replace the brake pads twice. This cost me approximately ₹1800 each time. The maintenance is excessively high, and I am extremely disappointed with the overall quality and durability.""",https://www.youtube.com/watch?v=unlMKlYcbhU,14,negative,Product,Build Quality,quality,0,1,-1
youtube,2024-12-04T16:33:23Z,@itpl5050,"Agree with first point..
But now they sort it out to good extent....",https://www.youtube.com/watch?v=unlMKlYcbhU,0,positive,Other,Other,,1,0,1
youtube,2024-11-30T19:14:56Z,@adventuresonboard9195,"Anna,highways k liye konsa ev scooty lena chahiye,i mean range speed proper ho atleast speed 90kmph,true range 120kms.",https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Product,Battery & Range,range,0,0,0
youtube,2024-11-18T18:05:36Z,@sandip0104,"I took a test drive last week and rode my friend's Rizta briefly as well. Don't agree with the first two points, but yes the interface on the dashboard is kinda laggy. I think either there is a low Ram or the processor is kinda average.",https://www.youtube.com/watch?v=unlMKlYcbhU,27,neutral,Software,UI,dashboard,0,0,0
youtube,2024-11-18T17:17:05Z,@praveen5699,"I see many many ather on traffic. But unfortunately i dint see not a single rizta from 5 months on the road. Is it hit or flop? I want to buy but i dont see any rizta on the road, so i am confused to buy or not",https://www.youtube.com/watch?v=unlMKlYcbhU,4,neutral,Other,Other,,0,0,0
youtube,2024-11-02T19:05:34Z,@asifali-pt7ii,It's true we are suffering all the problems.,https://www.youtube.com/watch?v=unlMKlYcbhU,3,negative,Other,Other,,0,1,-1
youtube,2024-10-26T14:47:31Z,@talapativijay-l3v,"I don't think breaks are an issue, they are so much better than other scooters",https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2024-10-11T17:26:52Z,@sankisunny,Suspension rizta ka stiff abe sahi say chalayi nhi hai kya mere paas uska suspension jupiter say ache hai phir Olaa kay to hai hi nhii... Tumne air pressure nhi check kiya hoga zyada hoga... Perfect scooty hai rizta... 1 mahine say araam say chala raha hu... Usey achi koi hai nhii,https://www.youtube.com/watch?v=unlMKlYcbhU,1,neutral,Other,Other,,0,0,0
youtube,2024-10-04T11:49:34Z,@tny4267,Ather 450x lo suspension baagunda ? Meer Peru yenti ?,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2024-10-04T05:17:32Z,@ssc9685,Bro where is ur home,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2024-10-01T10:26:10Z,@gowthamgudipudi654,"I own this vehicle. Breaks are amazing. 
Few days back I was driving at 65kmph, a guy came in middle of the road. Literally these breaks saved me from the accident. If I was driving any other scooty I am pretty sure it would be worse. I feel very confident riding rizta. Don’t blindly believe these reviews. Go the showroom , do a test and then decide it by yourself.",https://www.youtube.com/watch?v=unlMKlYcbhU,289,positive,Other,Other,,1,0,1
youtube,2024-09-27T10:19:08Z,@deedarrangrej185,"Bhai sare ev me ishu hi Ishu batate ho to perfact 
Scooty
Konsi hai..barghai barghai ..😂😂😂😂",https://www.youtube.com/watch?v=unlMKlYcbhU,3,neutral,Other,Other,,0,0,0
youtube,2024-09-25T08:16:49Z,@MaheshTumma007,Better than OLA in terms of build quality,https://www.youtube.com/watch?v=unlMKlYcbhU,136,neutral,Product,Build Quality,build,0,0,0
youtube,2024-09-25T05:28:58Z,@m._.imran4942,Bhai Bajaj chetak ke btao issue,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2024-09-24T09:33:17Z,@rafirockzzz1057,Bro which one is best riztha or nexus,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2024-09-21T06:01:39Z,@Abrakadabra9to5,Their stiff suspension was core reason for me to go for ola which has significantly smoother rides..,https://www.youtube.com/watch?v=unlMKlYcbhU,4,positive,Other,Other,,1,0,1
youtube,2024-09-17T06:15:39Z,@kirubashankar7249,Too pricey. And no center stand.,https://www.youtube.com/watch?v=unlMKlYcbhU,1,neutral,Value & Price,Price,price,0,0,0
youtube,2024-09-16T15:35:44Z,@swapnilvasave5555,Bhai likes dekh 786 ❤,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2024-09-16T12:52:19Z,@AnanthEranki,River indie thop,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2024-09-12T17:41:30Z,@arifgulfam2078,Sahi kha aapne same problem i am facing,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2024-09-11T04:44:04Z,@pateljanak4114,Bhai juth mat bolo maine Liya hai bahut badhiya break and Susnpention  hai,https://www.youtube.com/watch?v=unlMKlYcbhU,2,negative,Other,Other,,0,1,-1
youtube,2024-09-10T11:11:06Z,@adityamanna1574,Range is also an issue I got only 70km only with 2.9 kw rizta,https://www.youtube.com/watch?v=unlMKlYcbhU,3,negative,Product,Battery & Range,range,0,1,-1
youtube,2024-09-09T17:59:17Z,@ab-mq1zj,Best in all EV catagory,https://www.youtube.com/watch?v=unlMKlYcbhU,4,neutral,Other,Other,,0,0,0
youtube,2024-09-09T15:03:04Z,@CuriousSamurai-c5d,"1 issue with ather 
The ather itself 😢

Once a king now gone , ola is far better",https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2024-09-09T14:56:19Z,@luckyvlogsinworld,Electric 😂 gaadi hee abhi issue se fulfilled hai,https://www.youtube.com/watch?v=unlMKlYcbhU,0,negative,Other,Other,,0,1,-1
youtube,2024-09-09T13:38:06Z,@jacobtrr,Breaks weak he to pooora bike weak he,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2024-09-09T07:06:28Z,@maanooj,Please make comparison video of ritza and indie river,https://www.youtube.com/watch?v=unlMKlYcbhU,3,neutral,Other,Other,,0,0,0
youtube,2024-09-07T16:53:08Z,@VrickzGamer,Dabba lagta hai 😂😂,https://www.youtube.com/watch?v=unlMKlYcbhU,2,neutral,Other,Other,,0,0,0
youtube,2024-09-07T14:51:54Z,@sanketraghu6697,Or aage ke Tyre me aavaj aa rhaa hey same problem 3 logo ne bola or khod bhi face kar rhaa hu🤦‍♂️,https://www.youtube.com/watch?v=unlMKlYcbhU,2,negative,Other,Other,,0,1,-1
youtube,2024-09-07T09:04:04Z,@ShubhdeepSingh-f1e,True bro,https://www.youtube.com/watch?v=unlMKlYcbhU,0,neutral,Other,Other,,0,0,0
youtube,2025-10-02T08:43:38Z,@wadibhasmevijay881gmail.com..,Difference kya hai dono me kis baat ke jyada paise le rahe ho,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-09-30T03:59:47Z,@DivineInfosec,19-20 ka fadak hai,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-09-23T17:44:13Z,@Tech_xposer,google mAps ke alawa kuch diff nhi,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-09-16T13:28:08Z,@amirhasan1992,BC kimat ke alva sab kuchh same hai..😂,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-09-13T23:37:24Z,@yogeeyogeesh8597,OLA super made in india proudly powered by Ola 🇮🇳,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Product,Performance & Power,power,0,0,0
youtube,2025-08-12T12:52:44Z,@prasantapadhan6192,"Raat bhar Charge nahin pusayega..
Battery price 70000/-",https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Product,Battery & Range,battery,0,0,0
youtube,2025-08-02T08:06:41Z,@narendrapalsinghrawat7507,मत लेना सर्विस बहुत बेकार है कंपनी की,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-07-16T19:06:13Z,@ramesh986699777,But showroom on road 137 000 take its froud,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-07-16T07:49:46Z,@narayannaik9041,200kms with city or mode which allow 70kmph speed should be worth anything less is a bit compromise for the money spend,https://www.youtube.com/watch?v=LLtuGFIKJlM,3,neutral,Product,Performance & Power,speed,0,0,0
youtube,2025-07-09T08:47:03Z,@sreejithsr775,Better TV's icube,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-07-02T08:17:24Z,@arunsingh-xm8cn,Gadhe comparison me similarlity nhi differences btate hai,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-06-30T04:23:04Z,@UrNeel1309,Mainly screen alag haii or features jese skit system alag hai isliye price thode hight hai z ke,https://www.youtube.com/watch?v=LLtuGFIKJlM,4,neutral,Software,UI,screen,0,0,0
youtube,2025-06-19T18:32:36Z,@Karthikeyan-ux9yp,Waste ather 450x,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-06-06T06:33:06Z,@vatansingh9181,Same same but different 😂,https://www.youtube.com/watch?v=LLtuGFIKJlM,32,neutral,Other,Other,,0,0,0
youtube,2025-06-01T08:29:16Z,@cartoon-galaxy8707,Battery 3.7 kwh....also range difference👋😮‍💨,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Product,Battery & Range,battery,0,0,0
youtube,2025-05-31T07:02:25Z,@aneeshantony1626,Gadi kuch faitha nahi,https://www.youtube.com/watch?v=LLtuGFIKJlM,1,neutral,Other,Other,,0,0,0
youtube,2025-05-21T15:34:45Z,@ShamnaSadh,Only rizta 90 km per charge,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Product,Battery & Range,charge,0,0,0
youtube,2025-03-17T06:28:43Z,@pappusuresh920,L,https://www.youtube.com/watch?v=LLtuGFIKJlM,0,neutral,Other,Other,,0,0,0
youtube,2025-02-26T16:47:47Z,@ab-mq1zj,"Fake, i am customer of ather S range is  70-75, total bluff ,false123,120,115 👎 if you not use battery,puch by hand its range will be 1000+😂",https://www.youtube.com/watch?v=LLtuGFIKJlM,5,neutral,Product,Battery & Range,battery,0,0,0
youtube,2025-02-18T05:31:39Z,@sudheesvk,Back uropean closet look,https://www.youtube.com/watch?v=LLtuGFIKJlM,1,neutral,Other,Other,,0,0,0
youtube,2025-01-06T07:18:36Z,@Waseempoetry781,Rizta s 136000 ki padi kashmir mei on road,https://www.youtube.com/watch?v=LLtuGFIKJlM,3,neutral,Other,Other,,0,0,0
